"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Login Feature","1","0","","0"
"0","","0","Account Management","2","0","","0"
"0","","0","User Authentication","1","0","","0"
"0","","0","Account Security","1","0","","0"
